Astro ID,Dec,Decision,Depth,Dur,Epoc,File,Final,Per,RA,SMass,SRad,SRadEst,TIC ID,Tmag,as,ch,disp_b,disp_e,disp_j,disp_n,disp_p,disp_t,disp_u,dm,et,md,mk,total_votes,selected_total_votes,first_letter,sector,prefix,kind,label,cam,ccd
85,-57.63496991,eb,2760.138094,0.1734861962,1654.890641,mk_hlsp_qlp_tess_ffi-s0013-0000000119822417_tess_v01_llc.fits,eb,6.747581841,278.3278708,1.27,1.5302,1.511639464,119822417,10.8837,eb,eb,1,1,0,0,0,0,0,,pb,eb,pb,2,1,e,13,mk,single-sector,EB,2.0,4.0
86,-57.43113909,eb,12800.70118,0.31264555,1655.187956,mk_hlsp_qlp_tess_ffi-s0013-0000000119881567_tess_v01_llc.fits,eb,2.917125052,278.6117093,0.85,0.737769,0.8120730561,119881567,10.9634,eb,eb,1,1,0,0,0,0,0,,pb,nb,eb,2,1,e,13,mk,single-sector,EB,2.0,4.0
87,-54.44789152,,23819.46443,0.1286179802,1655.366541,mk_hlsp_qlp_tess_ffi-s0013-0000000120037640_tess_v01_llc.fits,et,3.698219429,279.0888183,1.26,2.10167,2.183086308,120037640,11.4148,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,13,mk,single-sector,EB,2.0,4.0
88,-56.83644042,,1362.964171,0.06470866987,1655.050804,mk_hlsp_qlp_tess_ffi-s0013-0000000120199940_tess_v01_llc.fits,pb,1.497587629,279.9891513,1.02,0.906287,0.8980463448,120199940,11.1941,pb,pb,1,0,0,0,1,0,0,,pb,pb,pb,2,1,p,13,mk,single-sector,Planet (P),2.0,4.0
89,36.55103517,,52686.78279,0.3208957187,1684.41917,mk_hlsp_qlp_tess_ffi-s0026-0000000120362128_tess_v01_llc.fits,eb,1.644053087,284.9260694,,2.18958,1.657051375,120362128,8.4761,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,26,mk,single-sector,EB,1.0,1.0
90,-56.06046936,,230404.1929,0.1945006632,1655.236357,mk_hlsp_qlp_tess_ffi-s0013-0000000120393609_tess_v01_llc.fits,et,1.254747521,280.7743944,0.97,1.92565,1.935186295,120393609,11.0529,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,13,mk,single-sector,EB,2.0,4.0
91,-54.20579722,eb,1212.113557,0.09625427342,1655.633277,mk_hlsp_qlp_tess_ffi-s0013-0000000120396319_tess_v01_llc.fits,eb,2.107436267,280.8861645,1.15,1.10056,1.088026503,120396319,10.8432,eb,eb,1,1,0,0,0,0,0,,pb,pb,pb,2,1,e,13,mk,single-sector,EB,2.0,4.0
93,40.51114701,eb,1059.3516,0.1671353837,1685.500879,mk_hlsp_qlp_tess_ffi-s0026-0000000120689840_tess_v01_llc.fits,eb,7.404390243,286.0475503,1.846,1.6244,1.619864661,120689840,9.16931,eb,eb,1,1,0,0,0,0,0,,pb,eb,eb,2,1,e,26,mk,single-sector,EB,2.0,4.0
94,40.4870432,,186880.3931,0.2129868802,1685.500898,mk_hlsp_qlp_tess_ffi-s0026-0000000120689878_tess_v01_llc.fits,et,7.404551988,286.0129184,1.273,1.3671,1.378538836,120689878,9.29173,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,26,mk,single-sector,EB,2.0,4.0
95,39.5900663,eb,438.8601035,0.161403439,1818.05645,mk_hlsp_qlp_tess_ffi-s0019-0000000120847748_tess_v01_llc.fits,eb,1.10991508,73.52739407,1.829,3.92708,3.760298382,120847748,8.7897,eb,eb,1,1,0,0,0,0,0,,pb,eb,pb,2,1,e,19,mk,single-sector,EB,1.0,3.0
96,39.28987499,et,85594.18953,0.1892301995,1817.427243,mk_hlsp_qlp_tess_ffi-s0019-0000000121069461_tess_v01_llc.fits,et,1.528250953,74.17845846,,,6.356377041,121069461,9.542,et,eb,0,1,0,0,0,1,0,,et,eb,et,2,1,e,19,mk,single-sector,EB,1.0,3.0
97,36.58327749,,1648.109551,0.1865401299,1684.961293,mk_hlsp_qlp_tess_ffi-s0014-0000000121542578_tess_v01_llc.fits,eb,1.780807568,288.2950551,,,124.5600156,121542578,8.1523,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,14,mk,single-sector,EB,1.0,2.0
98,38.83507222,et,10510.30288,0.1267083659,1817.605429,mk_hlsp_qlp_tess_ffi-s0019-0000000122479370_tess_v01_llc.fits,et,2.977789257,76.86769615,1.652,2.36452,2.175325209,122479370,9.19663,et,nt,0,1,0,0,0,1,0,,et,et,et,2,1,e,19,mk,single-sector,EB,1.0,4.0
99,39.91099596,eb,1286.592898,0.05315638644,1684.292088,mk_hlsp_qlp_tess_ffi-s0014-0000000122603474_tess_v01_llc.fits,eb,0.9476840506,290.7465265,2.66,2.27927,2.561824121,122603474,9.171,pb,eb,1,1,0,0,0,0,0,,pb,pb,pb,2,1,e,14,mk,single-sector,EB,1.0,2.0
100,40.65979289,et,38394.3966,0.4015994324,1818.817733,mk_hlsp_qlp_tess_ffi-s0019-0000000122883754_tess_v01_llc.fits,et,4.320483984,77.57368277,,,15.303122,122883754,8.8576,pt,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,19,mk,single-sector,EB,1.0,4.0
101,43.22181534,et,63394.99635,0.1549428932,1683.565288,mk_hlsp_qlp_tess_ffi-s0026-0000000123042728_tess_v01_llc.fits,et,0.6564501311,279.189787,1.713,3.87931,3.732041155,123042728,5.98038,et,et,0,1,0,0,0,1,0,,eu,et,et,2,1,e,26,mk,single-sector,EB,2.0,4.0
102,27.47161193,pu,1669.814495,0.06620095069,1795.871644,mk_hlsp_qlp_tess_ffi-s0018-0000000125735470_tess_v01_llc.fits,pu,4.714143518,56.66028724,,,1.529410683,125735470,9.08995,pt,pu,0,0,0,0,1,0,1,,pt,pu,pu,2,1,p,18,mk,single-sector,Planet (P),1.0,4.0
103,26.68965197,,386003.2302,0.09810549088,1871.987306,mk_hlsp_qlp_tess_ffi-s0021-0000000126325291_tess_v01_llc.fits,et,0.8293896745,135.4810457,0.99,0.937048,1.006503682,126325291,8.7148,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,21,mk,single-sector,EB,1.0,3.0
104,25.91995967,eb,1605.072327,0.1220339184,1711.692992,mk_hlsp_qlp_tess_ffi-s0015-0000000126449150_tess_v01_llc.fits,eb,1.513927609,315.7901654,2.375,1.69064,1.711256117,126449150,8.14952,et,eb,1,1,0,0,0,0,0,,pb,nb,eb,2,1,e,15,mk,single-sector,EB,1.0,3.0
105,22.85181994,,52547.17247,0.2520393922,1766.65851,mk_hlsp_qlp_tess_ffi-s0017-0000000126997753_tess_v01_llc.fits,et,3.385507724,23.12929249,1.3,2.49657,2.437843586,126997753,8.9926,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,17,mk,single-sector,EB,1.0,4.0
106,41.75485087,,261352.2831,0.6252282261,1744.835506,mk_hlsp_qlp_tess_ffi-s0017-0000000127365016_tess_v01_llc.fits,et,10.42133713,350.0050698,1.84,4.12522,4.148369029,127365016,7.1329,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,17,mk,single-sector,EB,2.0,2.0
107,32.62556194,,51276.39842,0.1869506093,1817.636239,mk_hlsp_qlp_tess_ffi-s0019-0000000127633512_tess_v01_llc.fits,et,0.9183862417,81.00323725,,,,127633512,8.28,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,19,mk,single-sector,EB,1.0,4.0
108,33.64850421,,53676.09893,0.2883876409,1821.656234,mk_hlsp_qlp_tess_ffi-s0019-0000000127713554_tess_v01_llc.fits,et,5.689120698,81.17156066,,7.91762,6.621676624,127713554,8.9061,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,19,mk,single-sector,EB,1.0,4.0
109,30.16681752,pt,44018.66691,0.3007863098,1827.14251,mk_hlsp_qlp_tess_ffi-s0019-0000000127722285_tess_v01_llc.fits,pt,10.70443325,81.32774114,,,9.369692621,127722285,8.8268,pt,pt,0,0,0,0,1,1,0,,nt,et,et,2,1,p,19,mk,single-sector,Planet (P),1.0,4.0
110,34.10952397,,2579.336271,0.2039884953,1818.559994,mk_hlsp_qlp_tess_ffi-s0019-0000000127836129_tess_v01_llc.fits,eb,3.451842748,81.52738798,1.248,1.14191,1.12966442,127836129,9.29048,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,19,mk,single-sector,EB,1.0,4.0
111,37.72931305,,33591.87901,0.1221333178,1741.322561,mk_hlsp_qlp_tess_ffi-s0016-0000000128558389_tess_v01_llc.fits,et,2.893686182,339.1548537,,,3.102109506,128558389,8.3264,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,16,mk,single-sector,EB,1.0,3.0
112,38.88806324,,55422.02083,0.2231256142,1739.204427,mk_hlsp_qlp_tess_ffi-s0016-0000000128685675_tess_v01_llc.fits,et,1.051667237,339.6654373,1.46,3.97768,4.235661571,128685675,8.7885,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,16,mk,single-sector,EB,1.0,3.0
113,-44.29918684,,25326.72786,0.1811967747,1658.350361,mk_hlsp_qlp_tess_ffi-s0027-0000000128710970_tess_v01_llc.fits,et,4.318202283,299.7098126,1.33,2.60527,2.847601277,128710970,11.0857,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,27,mk,single-sector,EB,1.0,1.0
114,41.39589166,,58229.51617,0.2855900943,1740.217579,mk_hlsp_qlp_tess_ffi-s0016-0000000128721058_tess_v01_llc.fits,eb,2.896558869,339.908057,1.637,2.60306,2.398023955,128721058,8.16486,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,16,mk,single-sector,EB,1.0,4.0
115,-42.16984457,,197099.2493,0.3926538787,1656.698651,mk_hlsp_qlp_tess_ffi-s0027-0000000128798054_tess_v01_llc.fits,et,3.543443348,300.2697759,1.41,3.54085,3.466464768,128798054,7.7685,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,27,mk,single-sector,EB,1.0,1.0
116,-43.98348068,et,1803.475311,0.05756684091,1657.265705,mk_hlsp_qlp_tess_ffi-s0027-0000000128966834_tess_v01_llc.fits,et,2.005533573,301.3113411,,1.7167,6.246455754,128966834,11.4555,pt,pu,0,1,0,0,0,1,0,,pt,nt,et,2,1,e,27,mk,single-sector,EB,1.0,1.0
117,-45.84952086,,9347.763315,0.2638527569,1664.314949,mk_hlsp_qlp_tess_ffi-s0027-0000000129036837_tess_v01_llc.fits,et,10.45389042,301.7920247,,6.90467,7.79058216,129036837,11.0411,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,27,mk,single-sector,EB,1.0,1.0
118,37.41022729,,21398.536,0.1262103626,1684.697157,mk_hlsp_qlp_tess_ffi-s0015-0000000012912584_tess_v01_llc.fits,et,1.102320724,304.9852926,,2.23747,,12912584,8.3066,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,15,mk,single-sector,EB,1.0,2.0
119,38.74573115,,426524.4038,0.4859865239,1739.890511,mk_hlsp_qlp_tess_ffi-s0016-0000000129409890_tess_v01_llc.fits,et,3.678239174,343.0617086,2.03,4.27384,4.227799887,129409890,8.1599,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,16,mk,single-sector,EB,1.0,4.0
120,39.64523874,pb,686.15566,0.1018350162,1739.373432,mk_hlsp_qlp_tess_ffi-s0016-0000000129539786_tess_v01_llc.fits,pb,2.088049082,343.9539247,1.355,1.69956,1.711372207,129539786,9.24102,pt,pt,1,0,0,0,1,0,0,,pt,pu,nt,2,1,p,16,mk,single-sector,Planet (P),1.0,4.0
121,37.55048271,pt,13892.73519,0.1287695744,1792.632608,mk_hlsp_qlp_tess_ffi-s0018-0000000129979528_tess_v01_llc.fits,pt,1.220025393,36.71274281,1.653,1.60242,1.540978242,129979528,7.87611,pt,pt,0,0,0,0,1,1,0,,pt,nt,pt,2,1,p,18,mk,single-sector,Planet (P),1.0,2.0
122,61.54967578,,195599.3173,0.1740408868,1791.134431,mk_hlsp_qlp_tess_ffi-s0018-0000000013351941_tess_v01_llc.fits,et,0.790323306,36.41713821,,,,13351941,6.9104,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,18,mk,single-sector,EB,2.0,1.0
123,19.98546769,,129502.4816,0.223245541,1902.189442,mk_hlsp_qlp_tess_ffi-s0022-0000000135085261_tess_v01_llc.fits,et,4.486653056,184.7181757,1.04,1.81107,1.809146088,135085261,8.40651,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,22,mk,single-sector,EB,1.0,1.0
124,21.43814633,eu,515258.0249,0.08624777822,2011.065224,mk_hlsp_qlp_tess_ffi-s0026-0000000135443063_tess_v01_llc.fits,eu,0.879600685,271.4584009,0.62,0.988452,1.038639107,135443063,9.0563,et,eb,0,1,0,0,0,0,1,,eb,et,et,2,1,e,26,mk,single-sector,EB,1.0,4.0
125,30.77781701,eb,1326.283718,0.1906387613,1712.393821,mk_hlsp_qlp_tess_ffi-s0015-0000000135789669_tess_v01_llc.fits,eb,1.63336919,305.1966054,1.373,2.18706,2.12299352,135789669,8.02097,eb,eb,1,1,0,0,0,0,0,,eb,eb,et,2,1,e,15,mk,single-sector,EB,1.0,2.0
126,35.44773324,,51640.65526,0.1362111504,1685.756523,mk_hlsp_qlp_tess_ffi-s0015-0000000136040527_tess_v01_llc.fits,et,3.210430805,305.5006981,2.36,3.09518,3.087169779,136040527,9.1156,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,15,mk,single-sector,EB,1.0,2.0
127,31.25319371,,90711.6197,0.1723485374,1684.175606,mk_hlsp_qlp_tess_ffi-s0015-0000000136317809_tess_v01_llc.fits,et,2.791280618,305.5424451,,,,136317809,8.5631,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,15,mk,single-sector,EB,1.0,2.0
129,45.61636625,,20827.07249,0.4613540493,1712.433793,mk_hlsp_qlp_tess_ffi-s0016-0000000136761005_tess_v01_llc.fits,eb,1.872961754,317.779472,,,1188.310403,136761005,8.7153,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,16,mk,single-sector,EB,1.0,2.0
130,43.59286004,eb,359.8038856,0.09826459756,1711.81503,mk_hlsp_qlp_tess_ffi-s0016-0000000136971594_tess_v01_llc.fits,eb,1.255470279,317.9666862,1.02,1.72267,1.730819591,136971594,9.1384,pt,et,1,1,0,0,0,0,0,,et,et,eb,2,1,e,16,mk,single-sector,EB,1.0,2.0
131,46.77626165,,1998.953526,0.1439795589,1712.535964,mk_hlsp_qlp_tess_ffi-s0016-0000000137353009_tess_v01_llc.fits,eb,2.158702953,318.3255985,,5.92032,5.892375143,137353009,7.68265,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,16,mk,single-sector,EB,1.0,2.0
132,43.57562038,,18635.87012,0.2780415376,1717.193979,mk_hlsp_qlp_tess_ffi-s0016-0000000137778682_tess_v01_llc.fits,eb,6.826753679,318.9091963,0.966,2.16988,2.150924936,137778682,9.19485,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,16,mk,single-sector,EB,1.0,2.0
133,33.07838363,pt,2886.707039,0.0948083614,1792.458694,mk_hlsp_qlp_tess_ffi-s0018-0000000138017750_tess_v01_llc.fits,pt,2.472873917,50.80058856,1.148,2.12802,2.149687561,138017750,7.42812,pt,pt,0,0,0,0,1,1,0,,et,pt,pt,2,1,p,18,mk,single-sector,Planet (P),1.0,4.0
134,36.81585474,,12902.40697,0.09345274804,1683.789198,mk_hlsp_qlp_tess_ffi-s0014-0000000138032974_tess_v01_llc.fits,et,0.9356877839,293.1389892,,1.74426,1.596209772,138032974,9.1572,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,14,mk,single-sector,EB,1.0,2.0
135,28.72505697,,51001.23587,0.1704879666,1771.233139,mk_hlsp_qlp_tess_ffi-s0017-0000000013828577_tess_v01_llc.fits,et,7.256324798,12.06954778,1.173,2.12654,2.033020032,13828577,8.97731,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,17,mk,single-sector,EB,1.0,2.0
136,61.8115086,,359460.1255,0.1749031888,1684.273373,mk_hlsp_qlp_tess_ffi-s0021-0000000138505004_tess_v01_llc.fits,et,1.149590098,157.5133106,1.061,1.71858,1.733212754,138505004,9.27755,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,21,mk,single-sector,EB,2.0,2.0
137,65.54098494,,631.5236323,0.1880530254,1703.400845,mk_hlsp_qlp_tess_ffi-s0021-0000000138588540_tess_v01_llc.fits,pt,29.9095738,176.3805765,0.94,0.735511,0.7326260491,138588540,8.0621,nt,pt,0,0,0,0,1,1,0,,pt,pt,pt,10,1,p,21,mk,single-sector,Planet (P),3.0,2.0
138,63.6683894,eb,376.7596312,0.1302714037,1684.204808,mk_hlsp_qlp_tess_ffi-s0021-0000000138618351_tess_v01_llc.fits,eb,0.8099898816,176.9364546,1.391,1.45738,1.434389579,138618351,8.3686,eb,eb,1,1,0,0,0,0,0,,eu,eb,eb,2,1,e,21,mk,single-sector,EB,3.0,2.0
139,65.2192909,,33530.70215,0.1105134719,1684.160398,mk_hlsp_qlp_tess_ffi-s0021-0000000138650903_tess_v01_llc.fits,et,1.263679127,178.5676369,1.21,1.48323,1.472926429,138650903,8.29102,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,21,mk,single-sector,EB,3.0,2.0
140,26.70657169,,5656.672902,0.04498896844,1902.314741,mk_hlsp_qlp_tess_ffi-s0022-0000000138819293_tess_v01_llc.fits,pt,2.644166818,175.5462224,0.419868,0.425432,0.4308320993,138819293,8.40346,pt,pt,0,0,0,0,1,1,0,,pt,pt,pt,2,1,p,22,mk,single-sector,Planet (P),1.0,1.0
141,46.43622754,,15002.76096,0.1102434829,1713.861556,mk_hlsp_qlp_tess_ffi-s0016-0000000139079180_tess_v01_llc.fits,et,3.397769377,320.6995805,,,6.012322327,139079180,9.1047,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,16,mk,single-sector,EB,1.0,2.0
142,42.0619436,,825.0757075,0.1587722371,1712.352468,mk_hlsp_qlp_tess_ffi-s0016-0000000139144054_tess_v01_llc.fits,eb,2.343441784,320.8796944,,7.1213,7.191383281,139144054,9.1837,pt,nb,1,1,0,0,0,0,0,,eb,eb,eb,10,1,e,16,mk,single-sector,EB,1.0,2.0
143,-72.59249095,,4818.857938,0.2580680782,1325.79019,mk_hlsp_qlp_tess_ffi-s0034-0000000140892243_tess_v01_llc.fits,eb,1.68735674,76.44018767,0.88,0.91322,0.8174670146,140892243,11.3701,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,34,mk,single-sector,EB,4.0,4.0
144,46.47685149,et,91533.42449,0.1794288536,1902.940002,mk_hlsp_qlp_tess_ffi-s0022-0000000141148940_tess_v01_llc.fits,et,0.8651612454,178.7739434,,2.57063,1.761267518,141148940,6.5925,et,eb,0,1,0,0,0,1,0,,eb,eb,eb,2,1,e,22,mk,single-sector,EB,2.0,3.0
145,-73.47491778,,230241.6867,0.2248144871,1330.314649,mk_hlsp_qlp_tess_ffi-s0034-0000000141685465_tess_v01_llc.fits,et,7.807553344,90.40443309,1.01,1.44293,1.481112016,141685465,11.3742,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,34,mk,single-sector,EB,4.0,4.0
146,-73.78819005,,73459.55416,0.1848104552,1328.09523,mk_hlsp_qlp_tess_ffi-s0034-0000000141809360_tess_v01_llc.fits,et,12.15757001,92.64065018,1.09,1.88593,1.94095984,141809360,11.3708,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,34,mk,single-sector,EB,4.0,4.0
147,-75.25321792,,15804.53168,0.1854466598,1325.820942,mk_hlsp_qlp_tess_ffi-s0034-0000000141866704_tess_v01_llc.fits,eb,1.42326042,93.85984859,2.19,1.69286,1.706969193,141866704,10.4132,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,34,mk,single-sector,EB,4.0,4.0
148,-75.62947063,,683.0850779,0.1796479821,1327.072863,mk_hlsp_qlp_tess_ffi-s0013-0000000141943708_tess_v01_llc.fits,pu,19.05579798,95.59496333,1.22,1.12015,1.123589406,141943708,11.4501,pu,pu,0,0,0,0,1,0,1,,pu,pu,pu,2,1,p,13,mk,single-sector,Planet (P),4.0,2.0
149,-75.75519365,,2455.307498,0.125782994,1326.992669,mk_hlsp_qlp_tess_ffi-s0034-0000000142018015_tess_v01_llc.fits,eb,2.734082227,97.11093168,1.21,1.50209,1.325813467,142018015,11.3598,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,34,mk,single-sector,EB,4.0,4.0
150,64.8553193,pt,2159.306299,0.1903711978,1686.07275,mk_hlsp_qlp_tess_ffi-s0022-0000000142276270_tess_v01_llc.fits,pt,12.51777899,192.1848886,1.03,0.977727,0.9706157287,142276270,8.9361,pt,et,0,0,0,0,1,1,0,,et,pt,et,2,1,p,22,mk,single-sector,Planet (P),3.0,1.0
151,61.74477872,pt,786.3494011,0.1604043792,1719.887575,mk_hlsp_qlp_tess_ffi-s0022-0000000142387023_tess_v01_llc.fits,pt,22.8081182,197.7311872,0.88,0.824468,0.7977813116,142387023,8.9754,pt,pu,0,0,0,0,1,1,0,,pt,pb,pb,2,1,p,22,mk,single-sector,Planet (P),3.0,1.0
152,68.78507693,,46058.59704,0.1249888134,1684.468205,mk_hlsp_qlp_tess_ffi-s0021-0000000142441910_tess_v01_llc.fits,et,2.879579538,146.2535869,1.272,1.17097,1.167035924,142441910,9.22176,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,21,mk,single-sector,EB,2.0,2.0
153,74.31083275,pb,217.1563403,0.121707427,1684.625989,mk_hlsp_qlp_tess_ffi-s0021-0000000142748406_tess_v01_llc.fits,pb,2.958067068,151.5760501,,,10.25942836,142748406,7.8383,pb,pb,1,0,0,0,1,0,0,,nb,nb,nb,2,1,p,21,mk,single-sector,Planet (P),3.0,1.0
154,68.79430095,eb,4096.120029,0.1561699986,1685.168036,mk_hlsp_qlp_tess_ffi-s0015-0000000142963071_tess_v01_llc.fits,eb,7.913755064,181.3896391,,11.1966,10.53927043,142963071,6.47978,et,eb,1,1,0,0,0,0,0,,eb,eu,eb,2,1,e,15,mk,single-sector,EB,4.0,2.0
155,-45.89165141,,12520.95733,0.1516177834,1656.458119,mk_hlsp_qlp_tess_ffi-s0027-0000000143257768_tess_v01_llc.fits,pt,1.662226047,293.3896804,1.17,1.61099,1.670388525,143257768,11.2016,pt,pt,0,0,0,0,1,1,0,,pt,pt,pt,2,1,p,27,mk,single-sector,Planet (P),1.0,1.0
156,-45.10377962,,39250.48375,0.4912272494,1658.717369,mk_hlsp_qlp_tess_ffi-s0013-0000000143294289_tess_v01_llc.fits,eb,9.340913661,293.5467032,1.16,1.68851,1.544204349,143294289,11.0071,eb,eb,1,1,0,0,0,0,0,,eb,eb,eb,2,1,e,13,mk,single-sector,EB,1.0,2.0
157,-45.01019864,,916249.261,0.2313775162,1656.702201,mk_hlsp_qlp_tess_ffi-s0027-0000000143409637_tess_v01_llc.fits,et,1.351882149,294.6644988,1.41,2.12108,2.003912002,143409637,10.8621,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,27,mk,single-sector,EB,1.0,1.0
158,-44.01726657,,20958.04412,0.09864385288,1656.196963,mk_hlsp_qlp_tess_ffi-s0013-0000000143458736_tess_v01_llc.fits,et,1.368659984,294.6963828,,1.67977,2.167533885,143458736,10.8597,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,13,mk,single-sector,EB,1.0,2.0
159,-45.03980462,,253332.679,0.1479089846,1661.826009,mk_hlsp_qlp_tess_ffi-s0013-0000000143651157_tess_v01_llc.fits,et,6.344406239,285.1211263,0.97,0.988344,0.9808008998,143651157,11.311,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,13,mk,single-sector,EB,1.0,2.0
160,-44.53382496,,189169.0629,0.2168649801,1658.108877,mk_hlsp_qlp_tess_ffi-s0013-0000000143768683_tess_v01_llc.fits,et,2.883329865,285.6762527,1.31,2.18422,2.182282115,143768683,10.1118,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,13,mk,single-sector,EB,1.0,2.0
161,-45.71173684,eb,23444.8907,0.1461872086,1655.703246,mk_hlsp_qlp_tess_ffi-s0013-0000000143803539_tess_v01_llc.fits,eb,0.8114204144,285.7720193,,,2.82814972,143803539,8.0193,eb,eb,1,1,0,0,0,0,0,,eb,eu,eb,2,1,e,13,mk,single-sector,EB,1.0,2.0
162,41.82706678,,117139.0219,0.2075241038,1818.199484,mk_hlsp_qlp_tess_ffi-s0019-0000000143959183_tess_v01_llc.fits,et,0.7840521322,81.1272489,,5.53478,4.835952763,143959183,7.7328,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,19,mk,single-sector,EB,1.0,1.0
163,38.18505006,et,2150.540717,0.1258351427,1687.293936,mk_hlsp_qlp_tess_ffi-s0015-0000000014413057_tess_v01_llc.fits,et,7.423285236,306.0769978,,,6.980114564,14413057,8.8654,nt,et,0,1,0,0,0,1,0,,nt,et,et,2,1,e,15,mk,single-sector,EB,1.0,2.0
164,31.78197223,pt,1086.964268,0.07491547048,1903.151092,mk_hlsp_qlp_tess_ffi-s0022-0000000144383510_tess_v01_llc.fits,pt,3.010456601,173.2075981,1.058,2.74392,2.63791031,144383510,8.89416,pt,pt,0,0,0,0,1,1,0,,pt,pt,et,2,1,p,22,mk,single-sector,Planet (P),1.0,2.0
165,35.97967886,,67622.31978,0.2425478542,1684.054429,mk_hlsp_qlp_tess_ffi-s0015-0000000014532016_tess_v01_llc.fits,et,1.945098977,306.2434405,,,11.44397143,14532016,8.6519,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,15,mk,single-sector,EB,1.0,2.0
166,40.06640241,pu,233.98417,0.07807002586,1684.290471,mk_hlsp_qlp_tess_ffi-s0015-0000000014742096_tess_v01_llc.fits,pu,1.156862996,306.4356851,2.35,3.00683,2.636441026,14742096,8.6559,pt,pt,0,0,0,0,1,0,1,,pt,et,nt,2,1,p,15,mk,single-sector,Planet (P),1.0,2.0
167,13.01367456,,29139.39039,0.1505337104,1910.047454,mk_hlsp_qlp_tess_ffi-s0022-0000000014744387_tess_v01_llc.fits,et,9.025666731,177.5603901,1.66,2.60419,2.102274216,14744387,8.279,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,22,mk,single-sector,EB,1.0,4.0
168,66.7939969,et,248553.8529,0.3126903692,1697.566041,mk_hlsp_qlp_tess_ffi-s0021-0000000147563142_tess_v01_llc.fits,et,19.42971581,143.5745781,1.346,3.33755,2.920703882,147563142,7.8174,et,eb,0,1,0,0,0,1,0,,et,et,eu,2,1,e,21,mk,single-sector,EB,2.0,2.0
169,70.63217656,,146277.1415,0.234148334,1684.797062,mk_hlsp_qlp_tess_ffi-s0021-0000000147576476_tess_v01_llc.fits,et,2.219473235,144.5432045,1.22,2.88133,2.873544654,147576476,8.609,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,21,mk,single-sector,EB,2.0,2.0
170,64.67419547,,36757.97898,0.3108212251,1693.370778,mk_hlsp_qlp_tess_ffi-s0022-0000000147686743_tess_v01_llc.fits,et,16.16861276,189.901789,,,2.143849722,147686743,9.0441,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,22,mk,single-sector,EB,3.0,1.0
171,-29.72757739,,146688.2181,0.1911389945,1659.039195,mk_hlsp_qlp_tess_ffi-s0013-0000000001479206_tess_v01_llc.fits,et,2.343154279,287.4466096,1.92,1.86443,1.894785598,1479206,11.143,et,et,0,1,0,0,0,1,0,,et,et,et,2,1,e,13,mk,single-sector,EB,1.0,3.0
